STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,*,*,*,*,*,*,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100221,4,12,41,167,0,329,0,221,124,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,156,786,630,61,48,53,76
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100222,4,12,41,175,0,337,0,221,125,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,156,787,631,61,49,53,76
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100223,4,12,41,183,0,345,0,221,126,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,156,788,632,61,49,53,76
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100224,4,12,41,192,0,354,0,221,127,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,156,788,633,61,49,53,76
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100225,4,12,42,200,0,362,0,222,127,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,156,789,633,60,49,53,75
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100226,4,12,42,208,0,370,0,222,127,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,156,790,634,60,49,53,75
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100227,4,13,42,217,0,379,0,222,128,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,156,791,635,59,49,52,74
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100228,4,13,43,225,0,387,0,222,128,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,156,791,636,59,49,52,74
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100301,4,13,43,8,0,395,0,222,128,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,155,792,637,59,49,52,74
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100302,4,13,44,16,0,403,0,221,128,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,155,793,637,59,49,52,74
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100303,4,13,45,24,0,411,0,222,129,47,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,155,794,638,59,49,52,73
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100304,4,13,45,33,0,420,0,222,129,48,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,155,794,639,59,49,52,73
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100305,4,13,46,41,0,428,0,222,130,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,155,795,640,58,49,52,73
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100306,4,13,46,50,0,437,0,223,130,50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,155,796,640,58,49,52,72
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100307,4,13,47,58,0,445,0,224,131,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,155,796,641,58,49,52,72
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100308,4,13,47,67,0,454,0,224,131,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,155,797,642,57,49,52,71
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100309,4,13,47,76,0,463,0,224,131,53,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,155,798,643,57,49,52,71
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100310,4,13,48,85,0,472,0,224,132,54,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,155,798,644,57,48,51,70
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100311,4,13,48,95,0,482,0,224,132,55,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,155,799,644,56,48,51,70
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100312,4,14,49,104,0,491,0,224,133,56,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,155,800,645,56,48,51,69
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100313,4,14,50,114,0,501,0,224,134,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,155,801,646,55,48,51,69
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100314,4,14,50,123,0,510,0,225,134,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,154,801,647,55,48,50,68
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100315,4,14,51,132,0,519,0,225,135,58,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,154,802,648,55,47,50,68
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100316,4,14,51,142,0,529,0,225,136,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,154,803,648,54,47,50,67
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100317,4,15,52,152,0,539,0,225,137,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,154,803,649,54,47,49,66
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100318,4,15,53,163,0,550,0,225,137,61,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,154,804,650,53,47,49,66
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100319,4,15,53,173,0,560,0,226,138,62,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,154,805,651,52,47,48,65
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100320,4,15,54,183,0,570,0,226,138,63,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,154,806,652,52,46,48,65
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100321,4,15,54,193,0,580,0,226,138,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,154,806,653,51,46,48,64
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100322,4,15,55,203,0,590,0,226,138,65,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,153,807,654,51,46,47,63
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100323,4,15,55,213,0,600,0,226,139,65,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,153,808,655,50,46,47,63
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100324,4,15,55,223,0,610,0,225,138,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,153,809,656,50,46,46,62
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100325,4,16,56,233,0,620,0,225,138,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,153,810,657,49,46,46,62
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100326,4,16,56,244,0,631,0,224,138,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,153,811,658,49,46,45,62
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100327,4,16,56,255,0,642,0,223,137,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,152,811,659,49,46,45,61
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100328,4,16,56,266,0,653,0,222,137,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,152,812,660,48,45,45,61
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100329,5,16,57,277,0,664,0,222,137,67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,152,813,661,48,45,44,60
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100330,5,16,57,288,0,675,0,221,137,67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,152,814,662,47,45,44,60
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100331,5,16,57,300,0,687,0,221,137,67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,152,815,663,47,45,43,59
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100401,5,17,57,11,0,698,0,220,137,67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,152,816,664,46,45,43,59
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100402,5,17,57,22,0,709,0,220,136,67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,151,817,665,46,45,42,58
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100403,5,17,57,32,0,719,0,219,136,67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,151,818,667,45,45,42,58
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100404,5,17,58,43,0,730,0,218,136,67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,151,819,668,45,45,41,57
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100405,5,17,58,53,0,740,0,218,136,67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,151,820,669,44,46,41,57
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100406,5,18,58,64,0,751,0,218,136,67,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,151,821,670,44,46,41,57
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100407,5,18,58,74,0,761,0,218,136,67,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,150,822,671,43,46,41,56
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100408,5,18,58,83,0,770,0,218,136,68,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,150,823,673,43,46,40,56
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100409,5,18,59,93,0,780,0,218,136,68,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,150,824,674,43,46,40,56
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100410,5,18,59,103,0,790,0,218,135,68,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,150,825,675,42,46,40,55
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100411,5,18,58,113,0,800,0,218,135,68,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,150,826,676,42,46,40,55
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100412,5,18,58,124,0,811,0,218,134,67,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,150,827,678,42,46,39,55
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100413,5,18,58,134,0,821,0,217,133,67,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,149,828,679,41,46,39,54
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100414,5,17,58,145,0,832,0,217,132,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,149,830,680,41,46,39,54
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100415,5,17,58,155,0,842,0,216,131,66,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,149,831,682,40,46,39,53
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100416,5,17,58,166,0,853,0,215,131,66,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,149,832,683,40,46,38,53
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100417,5,17,57,177,0,864,0,215,130,65,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,149,833,684,39,46,38,52
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100418,5,17,57,187,0,874,0,215,129,65,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,149,834,686,39,46,38,52
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100419,5,17,57,198,0,885,0,215,129,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,148,836,687,39,46,38,52
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100420,5,16,57,210,0,897,0,215,129,64,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,148,837,689,38,46,38,51
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100421,5,16,57,222,0,909,0,216,129,64,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,148,838,690,38,46,37,50
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100422,4,16,56,233,0,920,0,217,130,64,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,148,840,692,37,46,37,50
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100423,4,16,56,245,0,932,0,219,131,64,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,148,841,693,37,46,37,49
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100424,4,16,56,255,0,942,0,221,132,65,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,148,842,695,37,46,37,49
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100425,4,16,56,265,0,952,0,223,133,65,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,147,843,696,36,46,37,48
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100426,4,16,56,276,0,963,0,226,135,66,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,147,845,698,36,46,36,48
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100427,4,16,56,285,0,972,0,229,137,66,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,147,846,699,35,45,36,47
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100428,4,16,56,295,0,982,0,232,139,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,147,847,701,35,45,36,47
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100429,4,16,56,305,0,992,0,235,141,68,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,146,849,702,35,45,36,46
GHCND:USW00012839,MIAMI INTERNATIONAL AIRPORT FL US,20100430,4,16,57,314,0,1001,0,238,144,69,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,146,850,704,34,45,36,46
